num_article,strate,id_legi,texte_origine,id_dole_origine,proposition_document,proposition_offset_debut,proposition_offset_fin,proposition_grain,proposition_declaree_en_entete,ANNOT_document,ANNOT_offset_debut,ANNOT_offset_fin,ANNOT_passage_cite,ANNOT_verdict,ANNOT_commentaire,proposition_jugee,annotateur,date,dossiers
L341-44,eligible_L12_L15,LEGIARTI000032395753,LOI n°2014-344 du 17 mars 2014,JORFDOLE000027383756,JORFDOLE000027383756__r1156.asp,1127973,1131422,article,1,JORFDOLE000027383756__r1156.asp,1130931,1131342,"Enfin, la presque totalité des articles du code de la consommation concernés par le présent article du projet de loi comportent une nouvelle mention aux termes de laquelle le contrevenant, s’il s’agit d’une personne physique, peut être condamné à une peine complémentaire (interdiction d’exercer certaines professions sur le fondement de l’article L. 131-27 du code pénal pour une durée de cinq année",motive,"Le passage retenu explique précisément le dispositif de l'article L341-44 : l'article 66 du projet de loi Hamon ajoute une peine complémentaire d'interdiction d'exercer certaines professions sur le fondement de l'article 131-27 du code pénal, pour une durée maximale de cinq années, à l'encontre des personnes physiques coupable des infractions aux articles L312-33, L312-34 et L312-35 (aujourd'hui L. 341-37 à L. 341-43 consultés qui renvoient à L. 341-44). Document JORFDOLE000027383756__r1156.asp, rapport de commission (Sénat, 2e lecture, projet de loi consommation), offsets calculés par la commande.",corrigee,agent:minimax-m3,2026-09-19,JORFDOLE000027383756 JORFDOLE000032223954 JORFDOLE000032302646 JORFDOLE000037320052
L312-61,eligible_L12_L15,LEGIARTI000032226053,LOI n°2014-344 du 17 mars 2014,JORFDOLE000027383756,JORFDOLE000027383756__l12-809-1_mono.html,312187,314393,article,1,JORFDOLE000020542090__r2150.asp,288856,289137,"publicité portant sur la carte doit informer le consommateur des modalités d’utilisation du crédit. ◊ ◊ ◊ La Commission adopte successivement trois amendements du rapporteur : deux amendements de coordination, CE 173 et CE 174, et un amendement rédactionnel, CE 243.",motive,"Le passage cité dans le rapport de commission de la loi de 2010 (document 6, JORFDOLE000020542090__r2150.asp) explique explicitement la création de l'article L311-17-1 (devenu L312-61) et son second alinéa : 'la publicité portant sur la carte doit informer le consommateur des modalités d'utilisation du crédit'. Ce dispositif a été transposé tel quel dans l'article actuel L312-61. J'ai consulté l'historique complet : la loi d'origine 2010 (documents 1-6), la loi 2014 (documents 7-16), et l'ordonnance 2016 (document 17). Le rapport au Président de l'ordonnance 2016 ne mentionne pas l'article. Le passage désigné est unique dans le document.",corrigee,agent:nemotron-3-ultra-nvfp4,2026-09-19,JORFDOLE000020542090 JORFDOLE000027383756 JORFDOLE000032223954
L242-36,eligible_L12_L15,LEGIARTI000032226258,LOI n°2014-344 du 17 mars 2014,JORFDOLE000027383756,JORFDOLE000027383756__r1574.asp,914442,928769,article,0,JORFDOLE000027383756__l12-809-1_mono.html,215514,215710,"L . 121-103 prévoit que toute infraction aux articles L. 121-99, L. 121-100 et L. 121-101 est punie d'une peine d'emprisonnement de deux ans et d'une amende de 150 000 euros, à quoi peuvent",motive,"L.242-36 est la clause pénale de la section « Contrats d'achat de métaux précieux », reprise à droit constant par l'ordonnance n°2016-301 : elle punit la non-remise de l'exemplaire du contrat prévu à L.224-97 ou la remise d'un contrat non conforme à L.224-98. Son ancêtre direct est L.121-104, créé par l'art. 11 de la loi n°2014-344 (dossier JORFDOLE000027383756). J'ai suivi chaque texte de l'historique : les documents 1 (étude d'impact) et 2 (exposé des motifs) de la loi de 2014 ne parlent pas des métaux précieux ; les rapports 3-10 portent la section ; le rapport au Président de l'ordonnance (doc 11) ne nomme pas l'article et ne traite que du droit constant (dossier_seulement). Le passage retenu, dans le rapport de la commission des affaires économiques de l'Assemblée nationale (doc 4, l12-809-1_mono), est consacré au dispositif même de cette clause pénale et le décrit : « L. 121-103 prévoit que toute infraction aux articles L. 121-99, L. 121-100 et L. 121-101 est punie d'une peine d'emprisonnement de deux ans et d'une amende de 150 000 euros... ». Concordance à signaler : le rapport numérote cette clause L. 121-103 (numérotation du rapport n° 809, antérieure à la loi), alors que le texte promulgué la numérote L. 121-104 (toute la section 15 a été décalée de +1 entre le rapport et la loi) ; la fiche ne le dit pas, et ses « mentions » cherchent en vain L. 121-104, ne rencontrant que le contrat de transport hors déménagement (autre dispositif) dans le doc 9. La proposition machine (doc 9, article 11 entier) visait cet article 11 d'ensemble, pas la clause pénale ; je la corrige. Le dispositif est constant de 2014 à la recodification : sanction du manquement aux obligations du contrat de rachat de métaux précieux.",corrigee,agent:deepseek-v4p1-flash,2026-09-19,JORFDOLE000027383756 JORFDOLE000032223954
L521-10,eligible_L12_L15,LEGIARTI000032224949,LOI n°2014-344 du 17 mars 2014,JORFDOLE000027383756,JORFDOLE000027383756__l12-809-1_mono.html,522550,524762,article,1,JORFDOLE000027383756__r1156.asp,919816,920876,"article 41 du présent projet de loi apporte des précisions à l’article L. 218-5 du code de la consommation qui permet aux agents d’ordonner la mise en conformité de produits, d’en ordonner la destruction, l’utilisation à d’autres fins ou la réexpédition vers le pays d’origine. Le a) du 1° introduit une possible dissociation de l’agent constatant la non-conformité et l’agent imposant la mise en con",motive,"Le passage du rapport de commission (r1156.asp, dossier JORFDOLE000027383756) explique en détail les modifications apportées par l'article 41 de la loi n°2014-344 à l'ancien L218-5 (devenu L521-10 après recodification) : substitution de « lot » par « tout ou partie des produits », ajout de « aux frais de l'opérateur », remplacement de « réexpédition vers le pays d'origine » par « réexportation » (conformité au règlement CE 882/2004), et insertion d'un alinéa étendant les mesures aux éléments plus sous contrôle direct de l'opérateur. Consultés : tous documents du dossier 2014-344 (1, 3, 4, 5, 8, 9), rapport au Président 2016 (doc 11 - ne nomme pas L521-10/L218-5), dossiers 2001 et 2004 sans document au corpus. La loi 2014-344 est le texte créateur du dispositif actuel ; l'ordonnance 2016 n'est que recodification.",corrigee,agent:nemotron-3-ultra-nvfp4,2026-09-19,JORFDOLE000017761046 JORFDOLE000027383756 JORFDOLE000032223954 JORFDOLE000037320571
L453-1,eligible_L12_L15,LEGIARTI000032225261,LOI n°2014-344 du 17 mars 2014,JORFDOLE000027383756,JORFDOLE000027383756__l12-809-1_mono.html,449610,453045,article,1,JORFDOLE000027383756__l12-809-1_mono.html,449869,452613,"cet article porte de 37 500 à 300 000 euros l'amende encourue en cas d'utilisation frauduleuse des appellations d'origine et des indications géographiques existantes, et rend applicable ces sanctions à l'utilisation frauduleuse des nouvelles indications géographiques non alimentaires créées par l'article 23. I. Le droit en vigueur La délivrance frauduleuse d'une appellation d'origine contrôlée ou ",motive,"L'actuel L453-1 (deux ans et 300 000 euros pour violation des interdictions de L431-2) est l'héritier de l'ancien L115-16 : l'ordonnance 2016-301 a scindé cet ancien article, les interdictions sur les appellations d'origine allant en L431-2 et la sanction en L453-1 (vérifié par versions L431-2 : même lignée L115-16 ; structure du nouveau code confirmée via Wayback/Légifrance : L431-1 à L431-7, chapitre Appellations d'origine). Le passage retenu est la section du rapport de commission sénatorial consacrée à l'article 24 de la loi Hamon, celui qui a porté l'amende de 37 500 à 300 000 euros : il énonce le dispositif (peine de deux ans maintenue, amende relevée à 300 000 euros, extension aux indications géographiques non alimentaires et aux personnes morales) et sa raison, la dissuasion : sans sanction dissuasive en cas de fraude, la protection offerte par le nouveau système des indications géographiques non alimentaires risque de n'être pas suffisante et la confiance des consommateurs pourrait être émoussée. Il motive donc bien cet article (le montant et l'existence de sa sanction), pas seulement le texte d'ensemble. Consulté en outre : l'étude d'impact du dossier Hamon (doc 17, tableau des sanctions : Art. 24, de 37 500 à 300 000 euros et interdiction d'exercer 5 ans), le rapport AN r1156 (doc 24, même analyse de l'article 24), les mentions des dossiers LME 2008 (docs 6-7 : peines complémentaires d'interdiction d'exercer, aujourd'hui hors de L453-1) et loi 2010-874 (docs 13-14 : insertion du 7° sur les truffes, depuis transféré en L431-2), et les rapports au Président des ordonnances 2006-1547 (doc 15), 2010-462 (doc 16) et 2016-301 (doc 27) : aucun ne nomme l'article. Les lois antérieures à 2008 sans dossier DOLE (93-949, 92-1336, 94-2, 99-574) n'ont pas été poursuivies jusqu'aux archives du Sénat : le trait distinctif du texte en vigueur (300 000 euros) date de 2014 et est expliqué par le passage retenu. Concordance L115-16 vers L431-2 et L453-1 déclarée par LEGI et vérifiée sur le fond : pas de concordance manquante à signaler.",corrigee,agent:glm-5p3-flash,2026-09-19,JORFDOLE000018730653 JORFDOLE000021673304 JORFDOLE000021947750 JORFDOLE000022204472 JORFDOLE000027383756 JORFDOLE000032223954
L224-113,eligible_L12_L15,LEGIARTI000043960641,LOI n°2021-1104 du 22 août 2021,JORFDOLE000043113774,,,,,,JORFDOLE000043113774__l20-666-1_mono.html,302938,303740,"IV. Un article opportun étendu aux articles de sport La commission souscrit pleinement au dispositif adopté par l'Assemblée nationale, qui s'inscrit dans la continuité des débats parlementaires sur la loi AGEC. Elle a adopté un amendement COM-1404 rect. visant à ajouter les articles de sport (appareils de musculation, vélos d'appartement ou elliptiques, rameurs...) à la liste des biens soumis à l'",motive,"Consulté : documents 1-9 du corpus (JORFDOLE000043113774) — exposé des motifs, étude d'impact, avis CE, rapport commission Sénat (l20-666-1_mono.html), rapport commission Sénat n°666 tome II, rapport CMP AN (RAPPANR5L15B4336). Le passage retenu (rapport commission Sénat des affaires économiques n°666, sous-section IV du commentaire de l'article 13 du PJL Climat) motive la création de L. 224-113 : il décrit comment la commission du Sénat a jugé « opportun » d'étendre le dispositif aux articles de sport (appareils de musculation, vélos d'appartement ou elliptiques, rameurs...), par l'amendement COM-1404 rect., « dans la continuité des débats parlementaires sur la loi AGEC ». Cette extension, combinée à l'extension par le troisième amendement de la rapporteure de l'obligation de pièces issues de l'économie circulaire aux bicyclettes et EDPM (passage à @301624-302000), aboutit à la section 20 « Articles de sport et de loisirs » qui devient L. 224-113. Le passage est unique dans le document (offsets 302938 → 303716) ; il explique pourquoi L. 224-113 existe dans sa forme finale — extension sénatoriale du dispositif AGEC aux articles de sport et de loisirs pour réparation avec pièces de l'économie circulaire. Limite reconnue : le rapport simplifie l'effet du COM-1404 en le ramenant à L. 111-4-1 (disponibilité de pièces détachées), sans préciser que la même extension affecte aussi L. 224-113 dans la rédaction finale issue de la CMP.",aucune,agent:minimax-m3,2026-09-19,JORFDOLE000043113774
L111-4-1,eligible_L12_L15,LEGIARTI000043960416,LOI n°2021-1104 du 22 août 2021,JORFDOLE000043113774,JORFDOLE000043113774__l20-666-1_mono.html,293377,303762,article,0,JORFDOLE000043113774__l20-666-1_mono.html,297214,299195,"II. Une extension des obligations de disponibilité des pièces détachées à de nouvelles catégories de produits Le présent article crée un nouvel article L. 111-4-1 du code de la consommation, étendant à de nouvelles catégories de produits l'obligation de mise à disposition de pièces détachées pendant une durée minimale fixée par décret en Conseil d'État. Sont concernés les producteurs d'outils de b",motive,"Le rapport de la commission spéciale du Sénat (loi Climat et Résilience, document 7) explique au §II pourquoi l'article 13 du projet de loi crée L. 111-4-1 : il étend l'obligation légale de disponibilité des pièces détachées (posée par l'art. L. 111-4 issu de la loi du 17 mars 2014, renforcée par l'art. 19 de la loi AGEC) à de nouvelles catégories de produits (bricolage/jardinage motorisés, bicyclettes dont à assistance électrique, engins de déplacement personnel motorisés). Le rapport retrace aussi l'origine de la mesure — la proposition, plus ambitieuse, de la Convention citoyenne pour le climat (15 ans pour tous les produits) — et la raison de son non-retenu en l'état : l'étude d'impact considérait que des obligations existaient déjà pour certaines catégories et qu'une durée uniforme de quinze ans serait excessive pour certains biens. Le passage cité donne donc la raison d'être du dispositif (extension à de nouveaux produits, modulation par décret, durée minimale complémentaire de 5 ans après l'arrêt de la commercialisation). L'article L. 111-4-1 a été créé par l'art. 13 de la loi ; aucun numéro antérieur (création directe par la loi 2021-1104 du 22 août 2021). Les autres documents du dossier (avis CE, étude d'impact, exposé des motifs, autres rapports) ne mentionnent pas l'article L. 111-4-1 nommément.",corrigee,agent:minimax-m3,2026-09-19,JORFDOLE000043113774
L313-30,eligible_L12_L15,LEGIARTI000045271935,LOI n°2013-672 du 26 juillet 2013,JORFDOLE000026795365,JORFDOLE000026795365__l12-681.html,13989,17495,article,1,JORFDOLE000044373959__RAPPANR5L15B4699.html,87736,88732,"L. 313-30 du code de la consommation pour l’étendre à un nouveau cas de figure, celui du droit de résiliation infra-annuel ouvert par l’article 1 er de la présente proposition de loi. Au regard des mesures dilatoires dont il a déjà été fait mention supra , l’article 2 de la présente proposition de loi vise surtout à renforcer l’obligation de motivation des refus de résiliation ou de substitution d",motive,"La version en vigueur est celle de la LOI 2022-270 (texte producteur) : le rapport AN 4699 lui consacre une section nominative « Article 2 (art. L. 313-30) ». Le passage désigné (§ II, les dispositions de l'article) explique les trois apports de 2022 au texte — extension à la résiliation infra-annuelle (2e phrase du texte en vigueur), décision de refus « explicite et comportant l'intégralité de ses motifs » (3e), précision des « informations manquantes » (4e) — et en donne la cause : refus sommaires et manœuvres dilatoires de certains établissements bancaires, prouvés en audition, qui rendaient le droit de résiliation ou de substitution ineffectif. Recherche exhaustive : 1993 L312-9 créé par la loi 93-949 (codification, pas de dossier DOLE), dispositif alors inverse (le prêteur pouvait exiger son assurance) ; 2010 loi Lagarde (docs 5-6 du dossier JORFDOLE000020542090) : le principe du non-refus d'une assurance à garanties équivalentes et l'obligation de motiver les refus y sont motivés (l09-538_mono, art. 17 : interdire la subordination du crédit immobilier à l'assurance de groupe), mais dans un article collectif L312-8 + L312-9, sous l'ancien numéro ; 2013-672 loi bancaire, dossier d'origine déclaré : ses apports à L312-9 (TAEA, fiche standardisée, interdiction des frais de délégation) ont été éclatés par l'ordonnance 2016-301 vers L313-16/17 et L313-33 — rien n'a subsisté dans L313-30 : concordance LEGI L312-9 vers L313-30 seulement partielle, à signaler ; 2014 loi Hamon (docs 17-26) : motive la substitution pendant douze mois (l13-282_mono, art. 19 octies), régime absorbé en 2022 ; ordonnances 2016 (rapports au Président, docs 27-28) sans passage consacré au dispositif ; 2017-203 (doc 35) : texte de l'article 4 bis Bourquin sans commentaire motivant, régime remplacé en 2022 ; 2019-733 (docs 36-39, dossier résiliation infra-annuelle des complémentaires santé) : aucune mention, sa modification de L313-30 n'est qu'une coordination de renvoi d'alinéa. corpus « niveau de garantie équivalent » : aucun dossier hors historique ne porte le dispositif. Proposition machine (doc 12 : sommaire du dossier 2013-672) hors sujet, non retenue. Note d'outil : bug dans motif_de (annoter.py l.168, le second replace corrompt la classe d'apostrophes) — tout fragment contenant une apostrophe est introuvable, la borne de début démarre donc à « L. 313-30 » au milieu de la phrase « L'article 2 modifie l'article L. 313-30 du code de la consommation pour l'étendre... ».",corrigee,agent:glm-5p3,2026-09-19,JORFDOLE000020542090 JORFDOLE000026795365 JORFDOLE000027383756 JORFDOLE000032223954 JORFDOLE000032302646 JORFDOLE000032669047 JORFDOLE000038282514 JORFDOLE000044373959
L312-48,eligible_L12_L15,LEGIARTI000032226084,LOI n°2010-737 du 1er juillet 2010,JORFDOLE000020542090,JORFDOLE000020542090__l09-538_mono.html,105237,107066,article,1,JORFDOLE000020542090__r2150.asp,358940,359421,"311-31 détermine la date à laquelle prennent effet les obligations de l’emprunteur : dans la rédaction en vigueur aujourd’hui, il précise que c’est à compter de la livraison du bien, « lorsque l’offre préalable mentionne le bien ou la prestation de service financé ». Cette définition en creux du crédit affecté n’étant désormais plus valable et l’article L. 311-30 ayant par ailleurs défini le champ",motive,"Motive par le rapport de commission du dossier de la loi 2010-737 (JORFDOLE000020542090__r2150.asp), commentaire de l'article 10 du projet (credit affecte). Le passage nomme l'article L. 311-31 (ex L. 311-20), dit qu'il « determine la date a laquelle prennent effet les obligations de l'emprunteur » et justifie la suppression de la mention « lorsque l'offre prealable mentionne le bien ou la prestation de service finance » : c'est l'explication de la redaction reprise aujourd'hui en L312-48. La fiche rattache le dispositif a la loi 2010-737 (version L311-31, 2011-05-01) ; l'ordonnance 2016-301 n'a fait que recoder a droit constant (son rapport au President, doc 17, est general et ne nomme pas l'article : il ne vaudrait que dossier_seulement). Dispositif plus ancien (code de 1993, art. L311-20), mais le dossier de la loi 93-949 n'est pas au corpus et aucun document du fonds ne le motive au-dela. Concordance a signaler : la chaine LEGI « L311-14, L311-17, L311-20, L311-31 » est trompeuse ; le texte de L312-48 correspond au seul L311-20 (1993) -> L311-31 (2010) -> L312-48 (2016) ; L311-14 et L311-17 portaient d'autres dispositions (delai de paiement, cartes de fidelite). Outil : motif_de() casse toute recherche contenant une apostrophe (bug de regex), d'ou des fragments sans apostrophe.",corrigee,agent:deepseek-v4p1-flash,2026-09-19,JORFDOLE000020542090 JORFDOLE000027383756 JORFDOLE000032223954
L122-25,eligible_L12_L15,LEGIARTI000044328688,LOI n°2021-1485 du 15 novembre 2021,JORFDOLE000042956321,,,,,,JORFDOLE000042956321__l21-068_mono.html,178479,180351,"information obligatoire du consommateur sur l'existence d'offres reconditionnées , introduite à l'Assemblée nationale en commission, a été : - élargie à « tout professionnel qui propose à la vente ou à la location des équipements terminaux mobiles neufs », en lieu et place d'une obligation circonscrite aux seuls opérateurs ; - limitée à une information générale du consommateur sur l'existence de t",motive,"Rapport Sénat n° 68 (2021-2022), 2e lecture de la PPL REEN (loi n° 2021-1485 du 15 nov. 2021), commentaire de l'article 14 bis, promulgué art. 21 : le passage décrit ET motive L122-25. L'obligation d'informer le consommateur de l'existence d'offres reconditionnées, introduite à l'AN en commission (amendement CD272 : opérateurs seuls, information sur le montant d'un téléphone reconditionné de gamme équivalente), y est exposée dans sa rédaction définitive — élargie à tout professionnel qui propose à la vente ou à la location des équipements terminaux mobiles neufs, limitée à une information générale sur l'existence de terminaux reconditionnés, codifiée dans une nouvelle sous-section — puis motivée : la rédaction en information générale est préférable à celle adoptée en commission car un téléphone neuf reste indisponible sur le segment du reconditionné pendant plusieurs mois (impossibilité pratique d'identifier un terminal de gamme équivalente) ; les rapporteurs jugent cette évolution opportune. Le passage s'ouvre sur « [l'obligation d'une] information obligatoire… », les mots « D'autre part, l'obligation d'une » précèdent l'offset car un fragment contenant une apostrophe est introuvable par l'outil. Concordance à signaler : le texte adopté par l'AN (T.A. n° 625, 10 juin 2021) codifiait la disposition en sous-section 7 / art. L. 122-24 du code de la consommation ; le texte définitif (T.A. n° 23, 2 nov. 2021 ; art. 21 de la loi) l'a promulguée en sous-section 8 / art. L. 122-25 — renumérotation non déclarée par LEGI, la fiche n'a aucun ancien numéro. Compléments consultés : rapport AN n° 4196 (doc 1 : motivation d'origine de CD272 — favoriser une alternative en téléphones reconditionnés pour limiter la multiplication des téléphones neufs, dont la fabrication engendre l'impact environnemental numérique le plus important) ; rapports Sénat n° 242 et n° 68 (docs 2-5) ; texte définitif vérifié sur senat.fr (tas21-023) et T.A. 625 sur assemblee-nationale.fr ; Légifrance inaccessible (403) ; CR de séance AN du 10 juin 2021 absent du corpus et non récupéré après quelques tentatives.",aucune,agent:glm-5p3,2026-09-19,JORFDOLE000042956321
